done	part of speech	phonemes	romanisation	definition	keywords	tags	gloss
TRUE	noun (inanimate)	psyːɾ	psuur	void, eclipse, interstellar dark gas, place where eyesight stops working (connotations of 'hell')	void, eclipse, dark, hell		
TRUE	adjective	psəː	psyy	dextrous, coordinated, nimble, skilled; good, effective (also used where humans would say 'strong player' or 'big help')	nimble, dextrous, skilled, good, effective		
TRUE	noun (inanimate)	py.ce.na	pucena	comet	comet		
TRUE	verb (intransitive)	pyj	pui	walk, go on foot	walk		
TRUE	noun (inanimate)	py.məɬ	pumyhl	paste, goo, jelly	paste, goo, jelly		
TRUE	verb (transitive)	py.məː	pumyy	carve, detail, draw on (stone or the like)	carve, detail, draw		
TRUE	adjective	pə	py	simple, straightforward, with few components	simple, straightforward		
TRUE	verb (transitive)	pəɸ.jø̃	pyfjó	move, relocate, go (overarching technical term for translation in space)	move, relocate, go		
TRUE	verb (transitive)	pə̃ɸ.ɕã	pýfxá	write, draw, manifest into visible form (usual verb for working with a llá staff)	write, draw		
TRUE	noun (inanimate)	pəj.lə̃ɸ	pyilýf	basket, bin, open-topped container	basket, bin, container		
TRUE	noun (inanimate)	pə̃w.ʙẽɕ	pýuvéx	tuft, bundle (of grass, bush, or crop)	tuft, bundle, bunch		
TRUE	determiner	pəː	pyy	determiner deictic, near speaker	this		
TRUE	noun (animate)	pə̃ː	pýy	(at least two nouns follow) aggregate, sum, gestalt, unified grouping made of X Y Z ... (if nouns are names, omit xa)	sum, aggregate, combination, gestalt		
TRUE	noun (animate)	pə̃ːʎ	pýyll	senior, Nomai of late reproductive age	senior, elder		
TRUE	adjective	pə̃ː.sə	pýysy	(of tool) inert, simple, solid-state, with few or no moving parts, manual, dumb	inert, simple, solid, manual, dumb		
TRUE	pronoun	ɾã	rá	they, the inanimate things in narrative focus (three or more), 3P.PROX.INAN, third-person proximate inanimate plural pronoun	they, them		
TRUE	noun (inanimate)	ɾa.dã	radá	science (as body of knowledge, as opposed to method)	science, scientific knowledge		
TRUE	verb (intransitive)	ɾa.də̃	radý	rotate, twirl, spin (oneself, on the spot)	rotate, spin, twirl, turn		
TRUE	noun (inanimate)	ɾã.ɸeɸ.ɾø̃	ráfefró	thought experiment, alternative universe, a type of realistic fiction (growing from a small change to reality)	thought experiment, fiction		
TRUE	noun (inanimate)	ɾa.hil.jø̃	rahiljó	extent, degree, intensity	extent, degree, intensity		
TRUE	noun (inanimate)	ɾaɬ.nə̃	rahlný	tongue, other extensible mouth organ, proboscis	tongue, proboscis		
TRUE	conjunction (phrase)	ɾaj	rai	aka, i.e., in other words (indicates that the two noun phrases are both valid descriptions of the same referent)	aka, i.e., ie, that is, in other words		
TRUE	noun (animate)	ɾãj.ɾø̃	ráiró	(ancient) pilgrim, one who took a journey of discovery; (premodern) broadly educated adult; (modern) trustworthy person, good fellow	pilgrim, master, doctor, adult, fellow		
TRUE	noun (inanimate)	ɾã.lø̃l	rálól	north, northern polar region	north		
TRUE	adjective	ɾa.mə	ramy	bristly, frizzy, with hairs sticking out; confused, cautious, upset	bristly, frizzy, unkempt, confused, cautious, upset		
TRUE	noun (animate)	ɾã.nəl	rányl	pupil, apprentice, successor	pupil, apprentice, successor		
TRUE	noun (inanimate)	ɾa.sy.ɾy	rasuru	urine, liquid bodily waste (technical term)	urine		
TRUE	adjective	ɾaw.bəɸ	raubyf	linear, thin like a thread, one-dimensional	thin, line, linear, 1d, one-dimensional		
TRUE	noun (inanimate)	ɾe	re	bowl, dish	bowl, dish		
TRUE	noun (inanimate)	ɾeː	ree	the phoneme /ɾ/ and the matching letter	/ɾ/, r	letters	
TRUE	verb (transitive)	ɾẽː	rée	steer, ride, drive, pilot, travel using	steer, ride, drive, pilot		
TRUE	verb (transitive)	ɾeːs	rees	end, finish, fulfill, complete (event or action), abolish (rule)	end, finish, fulfill, complete		
TRUE	noun (inanimate)	ɾẽj	réi	star	star		
TRUE	adjective	ɾej.lə	reily	medium-age (since installation or discovery), average new/old	medium-age, new, old		
TRUE	verb (intransitive)	ɾe.mø̃	remó	(of action) take long, last long, occupy time, remain relevant in a large window	take long, last long, occupy time		
TRUE	adjective	ɾe.ɲəʎ	rennyll	fictitious, fake, false, ad hoc, defined into existence, without experiential basis (vulgar)	fictitious, fake, false, ad hoc		
TRUE	verb (transitive)	ɾẽs	rés	fold, stow, furl (of door/hatch: open)	fold, stow, furl, open		
TRUE	noun (inanimate)	ɾe.te.ta.ɾa	retetara	(alien loan term) violence, warfare, antagonism	violence, war, warfare, antagonism, attack		
TRUE	noun (inanimate)	ɾe.tøl	retol	any of a family of flowers where the divisions between petals reach far down; (name) Bromi	bromi	names, plants	
TRUE	verb (transitive)	ɾẽw.ɾeː	réuree	ask for, request, order	ask, request, order		
TRUE	noun (inanimate)	ɾẽ.ʙi	révi	aircraft, flying vehicle (historically balloons and suborbital airships, now solid-state drones pushed by ionised air)	aircraft, balloon, airship, airplane, spaceplane		
TRUE	verb (intransitive)	ɾi.dy	ridu	disappear, vanish, shake (pursuer); become lost	disappear, vanish, hide, lose, lost		
TRUE	noun (inanimate)	ɾi.ɸy	rifu	slice, perpendicular section (from something cylindrical, so usually circle-shaped); circle of longitude	slice, longitude		
TRUE	noun (animate)	ɾiː	rii	author (of a message), sender, poster	author, sender, poster		
TRUE	numeral	ɾiː.cəl	riicyl	7776 (6^5)	7776 (6^5)		
TRUE	numeral	ɾiː.cəː	riicyy	7776 (6^5, connective form)	7776		
TRUE	adjective	ɾiʎ.ɕi	rillxi	a medium distance away	medium-distance, far, near		
TRUE	noun (inanimate)	ɾi.løː.ɲy	riloonnu	a type of single-celled algae that lives in shallow ponds and hot springs; (name) Melorae	melorae	names, plants	
TRUE	noun (inanimate)	ɾi.ləs	rilys	tube, pipe, plumbing; (blood) vessel	tube, pipe, plumbing, vessel		
TRUE	adjective	ɾi.møʎ	rimoll	half-ripe, partly mature	half-ripe, mature, immature		
TRUE	noun (inanimate)	ɾi.məː	rimyy	statue, sculpture, bust	statue, sculpture, bust, art		
TRUE	verb (transitive)	ɾi.nə	riny	let fit, let pass; recognise, accommodate, welcome, be there when navigated to (as a static landmark does to a traveller)	permit, let pass, recognise, accommodate, welcome		
TRUE	verb (intransitive)	ɾi.ɾaː	riraa	sway, wave, swing, flap, move back and forth (like a plant in the wind)	sway, wave, swing, flap		
TRUE	adjective	ɾi.ɾaː.ləɾ	riraalyr	(problem, situation, thought) hopeless, horrific, paralysing, which makes a Nomai flap their ears in distress	hopeless, horrific, paralysing		
TRUE	interjection	ɾi.ɾi	riri	a type of laughter (controlled, youthful, mischievous: "mrrp")	laugh, laughter		
TRUE	conjunction (clause)	ɾi.ʙẽ	rivé	when, while, at the same time as	when, while, time		
TRUE	adjective	ɾøj	roi	female (of the Nomai body/brain variant that usually has a womb, or whichever variant carries the offspring most closely in unrelated trees of life)	female		
TRUE	noun (inanimate)	ɾøʎ.ca	rollca	screen, monitor, display	screen, monitor, display		
TRUE	noun (inanimate)	ɾøː.ɾẽɸ.sãː	rooréfsáa	skill, habituation, discipline, artform	skill, habituation, discipline, artform		
TRUE	verb (intransitive)	ɾø̃ː.ʙø	róovo	wander, meander, tour; (archaic) graze without pattern, going to the next best plant in sight	wander, meander, tour		
TRUE	noun (animate)	ɾøːɕ.sə	rooxsy	librarian, archivist	librarian, archivist		
TRUE	noun (inanimate)	ɾø̃s.ɲiw	rósnniu	spice, seasoning, flavouring	spice, seasoning, flavouring		
TRUE	verb (intransitive)	ɾø̃s.ɾø	rósro	have an orgasm	orgasm		
TRUE	adjective	ɾø.ʙø	rovo	savoury, umami, protein-flavoured (one of five basic tastes, most Nomai like umami instinctively); pleasant, beloved, adorable	savoury, umami, pleasant, beloved, adorable		
TRUE	adjective	ɾy.da.ʙi	rudavi	medium-flexibility, average rigid/bendy	medium-flexibility, rigid/bendy		
TRUE	noun (inanimate)	ɾy.mi	rumi	(floor or wall) tiling; lattice, grid; pattern, print	tile, tiling, lattice, grid, pattern, print		
TRUE	noun (inanimate)	ɾy.mi pø.ʙaɕ.ʙyː.mã	rumi povaxvuumá	gravity tile	gravity tile		
TRUE	noun (inanimate)	ɾy.mi.sø	rumiso	molecule	molecule		
TRUE	interjection	ɾyɾ	rur	(onomatopoeia) sudden, periodic, high-pitched sound: chirp, beep, ping	chirp, beep, ping		
TRUE	noun (inanimate)	ɾy.ɾø	ruro	nostril, nose hole (often used in dual where a human would say "nose")	nostril, nose		
TRUE	conjunction (clause)	ɾə	ry	and, while (simultaneously or without defined order)	and, while		
TRUE	verb (transitive)	ɾə̃.cy	rýcu	watch, follow, observe, keep track of	watch, follow, observe, track		
TRUE	adjective	ɾə̃.ɸə	rýfy	(of environment) mild, safe, hospitable	mild, safe, hospitable		
TRUE	adjective	ɾə.jøː	ryjoo	few, little, small amount	few, little, small amount		
TRUE	verb (transitive)	ɾə.ʎil	ryllil	stir, mix, agitate; (done to person) stop in their tracks, knock to their senses	stir, mix, agitate		
TRUE	verb (intransitive)	ɾə.møːs	rymoos	eradicate, eliminate, purge, make extinct	eradicate, eliminate, purge, extinct		
TRUE	adjective	ɾə.sẽ.cã	rysécá	poisonous, hazardous, toxic	poisonous, hazardous, toxic		
TRUE	noun (inanimate)	ɾə.te.ca	ryteca	note, memo, label, informal text stored locally in a room or staff	note, memo, label		
TRUE	noun (inanimate)	ɾə.tə̃l	rytýl	leafy plant, any plant that is fully soft or edible	leafy plant		
TRUE	verb (transitive)	ɾə̃‍.‍wø̃	rý‍‍wó	conclude, finish an inference about, write into the state of the science, accept	conclude, infer, record, write, accept		
TRUE	noun (inanimate)	ɾəː	ryy	pulp, starch, fruit flesh; core, essence, point, significant part	pulp, starch, fruit flesh; core, essence, point		
TRUE	verb (intransitive)	ɾəː.ʎãɸ	ryylláf	hold true, be (factually) correct/right	true, correct, right		
TRUE	noun (animate)	saː.jə	saajy	victim, casualty, someone who suffered	victim, casualty		
TRUE	pronoun	sa.bã	sabá	we, me and him/her/it, pronoun for a group made of the speaker and one animate being who is in focus	we, us, exclusive		
TRUE	pronoun	sa.bã.wã	sabáwá	we, me and those two, pronoun for a group made of the speaker and two animate beings who are in focus	we, us, exclusive		
TRUE	noun (inanimate)	sã.cø̃ɬ	sácóhl	a thorny seed, like those of a thistle; (name) Bur	bur	names, plants	
TRUE	pronoun	sa.diː	sadii	we, me and all of you, pronoun for a group made of the speaker and three or more listeners	we, us, inclusive		
TRUE	noun (inanimate)	saɸ	saf	wind, airflow	wind, airflow		
TRUE	adjective	sãɸ.bø	sáfbo	absent, missing, nonexistent	absent, missing, nonexistent		
TRUE	pronoun	sa.ɸjøː	safjoo	we, the two of us, pronoun for a group made of the speaker and the one listener	we, us, inclusive		
TRUE	pronoun	sa.ɸjø.ɕøː	safjoxoo	we, the three of us, pronoun for a group made of the speaker and the two listeners	we, us, inclusive		
TRUE	verb (intransitive)	sa.ɸy	safu	cuddle, lie intertwined (originally defense against cold nights, now expression of goodwill)	cuddle, intertwine		
TRUE	noun (inanimate)	sa.ɸə	safy	powder, flour, granular substance	powder, flour, granular		
TRUE	pronoun	sal	sal	me, speaker, 1S, first-person singular pronoun	I, me		1S
TRUE	adjective	sãʎ.ɾyː	sállruu	many, numerous, large amount	many, numerous, large amount		
TRUE	pronoun	sa.mẽː	samée	we, me and him/her/it, pronoun for a group made of the speaker and one animate being who are not in focus	we, us, exclusive		
TRUE	pronoun	sa.mẽw	saméu	we, me and those two others, pronoun for a group made of the speaker and two animate beings who are not in focus	we, us, exclusive		
TRUE	adjective	sa.naː	sanaa	bald, bare-skinned, cropped, shaven	bald, bare-skinned, cropped, shaven		
TRUE	pronoun	sa.pej	sapei	we, me and them, pronoun for a group made of the speaker and three or more animate beings who are in focus	we, us, inclusive		
TRUE	verb (transitive)	sa.pjel	sapjel	wash, clean, decontaminate (related to safy 'powder')	wash, clean, decontaminate		
TRUE	noun (inanimate)	saɾ	sar	(mountain) pass, canyon, long narrow valley; slit, slot, groove	mountain pass, canyon, slit, slot, groove		
TRUE	noun (inanimate)	saɾ.ci.lãː	Sarciláa	(place name) Ember Twin (compound of sar 'canyon' + ciláa 'burn')	ember twin	placenames	
TRUE	verb (intransitive)	saɾ.ti	sarti	(of plant) propagate (appear elsewhere by growing new sprouts from a distant root); teleport, travel by black-white hole pair	propagate, teleport		
TRUE	pronoun	sa.syː	sasuu	we, me and the other ones, pronoun for a group made of the speaker and three or more animate beings who are not in focus	we, us, inclusive		
TRUE	noun (inanimate)	sa.tã	satá	woody plant, any plant where not all above-ground parts are soft or edible	woody plant		
TRUE	noun (inanimate)	se	se	the phoneme /s/ and the matching letter	/s/, s	letters	
TRUE	conjunction (clause)	seːɸ	seef	actually, instead, scratch that (corrects one's own misspeaking in speech, or anyone's in writing)	actually, instead, scratch that		
TRUE	interjection	seːj	seei	(onomatopoeia) sustained, periodic, high-pitched sound: screech, whine, whistle	screech, whine, whistle		
TRUE	verb (transitive)	seɬ	sehl	touch; press, push, click, activate	touch, press, push, click, activate		
TRUE	adjective	sẽ.hyɬ	séhuhl	medium-toughness, average amount of resistance	medium-toughness		
TRUE	noun (inanimate)	sẽj.cil	séicil	land vehicle (originally sled or cart, now usually antigravity platform)	land vehicle, sled, cart		
TRUE	noun (inanimate)	sel.ja	selja	moss, especially a species that grew on the Nomai homeworld in predictable patterns; fallback, baseline, very reliable if tedious method; (name) Bryoph (idiom, used as a stand-in for as-yet undecided person: "someone" as in "someone will calibrate this machine later)	moss, bryoph, fallback, baseline, reliable	names, plants	
TRUE	noun (inanimate)	sel.maɾ	selmar	foundation, basement (slab of rock wedged into loose soil to start a sturdy building, often partly hollow underneath); platform, pad, podium, reinforced place for someone or something to stand	foundation, basement, platform, pad, podium		
TRUE	verb (transitive)	seɾ.dyː	serduu	explain (communicate an explanation of), make understood in the moment	explain		
TRUE	noun (inanimate)	seɾ.ni	serni	iron (element, related to sar 'mountain pass')	iron		
TRUE	noun (inanimate)	sẽ.tə̃ː	sétýy	mass (technical term, more like 'inertia' than 'weight')	mass, inertia		
TRUE	noun (animate)	sew	seu	great-grandmother (via female line)	great-grandmother, great grandmother, grandmother	family	
TRUE	noun (inanimate)	sẽw	séu	pane, panel, sheet	pane, panel, sheet		
TRUE	verb (transitive)	si.bɾi.mi	sibrimi	blame, implicate	blame, implicate	social	
TRUE	verb (intransitive)	si.həɾ	sihyr	fall over, topple, trip, slip	fall, topple, slip		
TRUE	verb (transitive)	siː.byɬ	siibuhl	live, not have died yet	live		
TRUE	verb (intransitive)	si‍.‍nø	si‍‍no	be lonely, feel stranded, be missing the presence of a herd	lonely, stranded	sensations	
TRUE	adverb	siɾ.ta.tẽːɬ	sirtatéehl	minimally, to the least extent possible	minimally, least		
TRUE	noun (animate)	si.wa	siwa	friend, also used about occupants of the same vehicle or other shared purpose 	friend		
TRUE	numeral	smø̃jɾ	smóir	five	five		
TRUE	numeral	smø̃ː	smóo	five (connective form)	five		
TRUE	adverb	sməɾ	smyr	temporarily, reversibly, in a way that can be undone; kind of, a little (downplays what it modifies)	temporarily, reversibly, kind of, a bit, a little		
TRUE	verb (transitive)	sna	sna	{agent} align, match, fit to {experiencer}	align, match, fit		
TRUE	noun (inanimate)	sne.paɸ	snepaf	colour, chromaticity, surface texture, interaction with light (traditionally also including transparency and sharpness of reflection)	colour, color, surface, texture		
TRUE	adverb	sniː	snii	much, very, a lot (general intensifier for verbs and adjectives)	much, very, lot, a lot, really		
TRUE	noun (inanimate)	snə	sny	wing, fin; fan, bellows; radiator	wing, fin, fan, bellows, radiator		
TRUE	verb (transitive)	sø̃.cy	sócu	protect, keep, preserve (prototype: store a living plant in a pot, water it, and put up a screen against wind)	protect, keep, preserve		
